n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
1062,pr = 0,272.2180,1.1232,12.5442,50.7927,0.0000,-0.1206,0.0340,31.9003,-0.1846,-2.35e-7,
1063,pphi = 0,272.4740,1.1066,11.3827,53.3375,-0.1306,-0.0768,0.0000,36.2067,-0.1846,-2.83e-8,
1064,ptheta = 0,272.8540,1.0147,10.6555,47.0677,-0.3685,0.0000,-0.0587,31.0380,-0.1846,-1.84e-7,
1065,collision,272.8900,1.0000,10.6642,45.7071,-0.4003,0.0080,-0.0650,29.6643,-0.1846,-6.09e-13,
1066,beta = 0,273.4231,1.1073,11.6966,17.6065,0.0207,0.0499,-0.1057,0.0000,-0.1846,-2.81e-7,
1067,pr = 0,273.4551,1.1076,11.7695,15.6879,0.0000,0.0485,-0.1056,-2.0291,-0.1846,-1.40e-7,
1068,phi = 0,273.7251,1.0836,12.2383,0.0000,-0.1782,0.0197,-0.0934,-18.4281,-0.1846,-3.83e-7,
1069,ptheta = 0,273.8311,1.0608,12.2922,-5.3870,-0.2516,-0.0000,-0.0832,-23.8969,-0.1846,-3.96e-7,
1070,collision,274.0191,1.0000,12.0582,-13.0666,-0.3960,-0.0480,-0.0568,-31.2214,-0.1846,-6.20e-13,
1071,pphi = 0,274.3852,1.0978,10.2238,-18.8058,0.1575,-0.1467,0.0000,-34.1826,-0.1846,-1.87e-7,
1072,pr = 0,274.6832,1.1212,7.7439,-15.4871,0.0000,-0.2100,0.0371,-27.1207,-0.1846,-2.28e-7,
1073,phi = 0,275.1592,1.0564,2.2338,0.0000,-0.2889,-0.2660,0.0694,-3.3512,-0.1846,-2.97e-7,
1074,beta = 0,275.2152,1.0393,1.4672,2.2009,-0.3311,-0.2671,0.0699,0.0000,-0.1846,-1.60e-7,
1075,theta = 0,275.3152,1.0019,0.0000,6.1805,-0.4165,-0.2648,0.0681,6.1805,-0.1846,-2.65e-7,
1076,collision,275.3172,1.0000,-0.0696,6.3598,-0.4207,-0.2645,0.0680,6.4641,-0.1846,-6.26e-13,
1077,pr = 0,275.9864,1.1257,-7.3147,21.9439,0.0000,-0.1609,0.0043,32.9309,-0.1846,-2.24e-7,
1078,pphi = 0,276.0204,1.1254,-7.5566,21.9861,-0.0170,-0.1537,0.0000,33.3374,-0.1846,-2.24e-7,
1079,collision,276.6584,1.0000,-10.0522,6.4770,-0.4156,-0.0093,-0.0841,21.5943,-0.1846,-5.87e-13,
1080,ptheta = 0,276.7063,1.0176,-10.0637,4.2731,0.3759,0.0000,-0.0891,19.4077,-0.1846,-2.76e-7,
1081,phi = 0,276.7863,1.0450,-10.0326,0.0000,0.3090,0.0139,-0.0962,15.0877,-0.1846,-3.83e-7,
1082,beta = 0,277.0343,1.0987,-9.6975,-14.5812,0.1273,0.0359,-0.1052,-0.0000,-0.1846,-2.57e-7,
1083,pr = 0,277.2303,1.1109,-9.3660,-26.1348,0.0000,0.0343,-0.1003,-12.0543,-0.1846,-1.46e-7,
1084,ptheta = 0,277.5523,1.0782,-9.0586,-42.4016,-0.2029,0.0000,-0.0716,-28.7853,-0.1846,-3.58e-7,
1085,collision,277.8163,1.0000,-9.4362,-50.3209,-0.3900,-0.0565,-0.0290,-36.1344,-0.1846,-6.21e-13,
1086,pphi = 0,277.9802,1.0530,-10.0971,-51.6162,0.2767,-0.0953,0.0000,-36.4311,-0.1846,-5.02e-8,
1087,pr = 0,278.4662,1.1191,-13.3302,-41.9806,0.0000,-0.1741,0.0625,-21.8939,-0.1846,-3.46e-8,
1088,beta = 0,278.8602,1.0736,-16.7213,-25.2638,-0.2413,-0.1836,0.0807,-0.0000,-0.1846,-1.27e-7,
1089,collision,279.0822,1.0000,-18.7785,-15.1838,-0.4198,-0.1567,0.0729,13.2431,-0.1846,-6.31e-13,
1090,phi = 0,279.7615,1.1288,-21.5963,0.0000,0.0043,-0.0036,0.0007,32.7920,-0.1846,-1.61e-7,
1091,pphi = 0,279.7675,1.1288,-21.5971,0.0012,0.0013,-0.0021,0.0000,32.7944,-0.1846,-1.58e-7,
1092,pr = 0,279.7715,1.1288,-21.5973,0.0010,0.0000,-0.0015,-0.0003,32.7946,-0.1846,-8.31e-8,
1093,phi = 0,279.7735,1.1288,-21.5975,0.0000,-0.0016,-0.0007,-0.0007,32.7938,-0.1846,-1.54e-7,
1094,ptheta = 0,279.7775,1.1288,-21.5975,-0.0015,-0.0031,0.0000,-0.0011,32.7924,-0.1846,-1.54e-7,
1095,collision,280.4555,1.0000,-18.8806,-15.4097,-0.4200,0.1536,-0.0734,13.1745,-0.1846,-6.31e-13,
1096,beta = 0,280.6818,1.0733,-16.8710,-25.4933,0.2422,0.1804,-0.0811,-0.0000,-0.1846,-6.04e-9,
1097,pr = 0,281.0738,1.1191,-13.5281,-42.3380,0.0000,0.1711,-0.0628,-21.9501,-0.1846,-2.44e-7,
1098,pphi = 0,281.5638,1.0526,-10.3572,-52.0544,-0.2777,0.0921,0.0000,-36.4760,-0.1846,-2.72e-7,
1099,collision,281.7198,1.0000,-9.7285,-50.7831,-0.3900,0.0538,0.0287,-36.1550,-0.1846,-6.30e-13,
1100,ptheta = 0,281.9731,1.0751,-9.3874,-43.5206,0.2129,0.0000,0.0694,-29.4078,-0.1846,-2.12e-7,
1101,pr = 0,282.3131,1.1110,-9.7327,-26.6649,-0.0000,-0.0365,0.1000,-12.0305,-0.1846,-4.37e-8,
1102,beta = 0,282.5071,1.0988,-10.0826,-15.1632,-0.1269,-0.0379,0.1049,-0.0000,-0.1846,-2.48e-7,
1103,phi = 0,282.7671,1.0417,-10.4486,0.0000,-0.3174,-0.0138,0.0951,15.7167,-0.1846,-3.57e-7,
1104,ptheta = 0,282.8431,1.0149,-10.4781,4.0310,-0.3819,0.0000,0.0880,19.7923,-0.1846,-3.77e-7,
1105,collision,282.8791,1.0000,-10.4698,5.8754,-0.4155,0.0080,0.0837,21.6241,-0.1846,-6.07e-13,
1106,pphi = 0,283.5199,1.1254,-8.0164,21.2657,0.0182,0.1527,0.0000,33.3100,-0.1846,-2.16e-7,
1107,pr = 0,283.5559,1.1257,-7.7589,21.2176,0.0000,0.1604,-0.0046,32.8739,-0.1846,-2.25e-7,
1108,collision,284.2219,1.0000,-0.5200,5.5709,-0.4208,0.2646,-0.0680,6.3509,-0.1846,-6.54e-13,
1109,theta = 0,284.2583,1.0140,0.0000,4.2095,0.3896,0.2662,-0.0690,4.2095,-0.1846,-3.00e-7,
1110,beta = 0,284.3263,1.0387,0.9916,1.4874,0.3327,0.2672,-0.0698,0.0000,-0.1846,-3.20e-7,
1111,phi = 0,284.3643,1.0505,1.5136,0.0000,0.3037,0.2667,-0.0696,-2.2705,-0.1846,-1.36e-7,
1112,pr = 0,284.8603,1.1212,7.3072,-16.2220,0.0000,0.2105,-0.0368,-27.1978,-0.1846,-1.03e-7,
1113,pphi = 0,285.1563,1.0983,9.7748,-19.4755,-0.1558,0.1482,0.0000,-34.1735,-0.1846,-3.48e-8,
1114,collision,285.5203,1.0000,11.6497,-13.6357,-0.3963,0.0492,0.0573,-31.1711,-0.1846,-6.58e-13,
1115,ptheta = 0,285.7201,1.0627,11.8978,-5.5478,0.2465,0.0000,0.0845,-23.4594,-0.1846,-2.47e-7,
1116,phi = 0,285.8281,1.0852,11.8439,0.0000,0.1721,-0.0195,0.0946,-17.8298,-0.1846,-1.46e-7,
1117,pr = 0,286.0881,1.1076,11.4094,15.2294,0.0000,-0.0463,0.1059,-1.9418,-0.1846,-2.93e-7,
1118,beta = 0,286.1181,1.1073,11.3429,17.0705,-0.0198,-0.0476,0.1060,0.0000,-0.1846,-1.49e-7,
1119,collision,286.6481,1.0000,10.3799,45.3041,-0.4004,-0.0049,0.0651,29.6913,-0.1846,-6.53e-13,
1120,ptheta = 0,286.6735,1.0092,10.3766,46.1539,0.3807,0.0000,0.0613,30.5460,-0.1846,-1.51e-7,
1121,pphi = 0,287.0695,1.1067,11.1707,52.9619,0.1302,0.0803,0.0000,36.1523,-0.1846,-6.60e-8,
1122,pr = 0,287.3235,1.1232,12.3684,50.4377,0.0000,0.1240,-0.0338,31.8122,-0.1846,-3.80e-8,
1123,collision,287.9695,1.0000,17.3627,26.6624,-0.4238,0.1668,-0.0820,0.4144,-0.1846,-6.61e-13,
1124,beta = 0,287.9786,1.0028,17.4267,26.3463,0.4176,0.1663,-0.0820,0.0000,-0.1846,-2.68e-7,
1125,pr = 0,288.6206,1.1233,21.2565,2.1950,0.0000,0.0586,-0.0380,-30.0684,-0.1846,-3.53e-8,
1126,phi = 0,288.7446,1.1194,21.5056,0.0000,-0.0633,0.0292,-0.0235,-32.6508,-0.1846,-1.49e-7,
1127,ptheta = 0,288.8606,1.1085,21.5850,-1.0852,-0.1233,0.0000,-0.0088,-33.8595,-0.1846,-1.86e-7,
1128,pphi = 0,288.9286,1.0991,21.5578,-1.2535,-0.1587,-0.0173,0.0000,-33.9855,-0.1846,-9.15e-8,
1129,phi = 0,289.1066,1.0616,21.1906,0.0000,-0.2623,-0.0663,0.0246,-32.1609,-0.1846,-1.51e-7,
1130,collision,289.2926,1.0000,20.2405,4.1020,-0.3980,-0.1208,0.0515,-26.5846,-0.1846,-7.11e-13,
1131,beta = 0,289.7786,1.1074,16.1280,24.3550,0.0642,-0.2005,0.0839,0.0000,-0.1846,-9.61e-8,
1132,pr = 0,289.8826,1.1107,15.1372,29.3815,0.0000,-0.2035,0.0824,6.5412,-0.1846,-2.82e-7,
1133,collision,290.4786,1.0000,9.8133,49.6294,-0.3875,-0.1323,0.0201,34.8732,-0.1846,-6.87e-13,
1134,pphi = 0,290.5911,1.0382,9.0907,50.2573,0.3070,-0.1054,0.0000,36.5924,-0.1846,-1.38e-7,
1135,pr = 0,291.1191,1.1173,7.7753,37.9213,0.0000,-0.0041,-0.0752,26.2403,-0.1846,-2.22e-7,
1136,ptheta = 0,291.1511,1.1170,7.7724,36.5572,-0.0178,0.0000,-0.0783,24.8805,-0.1846,-2.11e-7,
1137,beta = 0,291.5991,1.0450,8.1840,12.2971,-0.3218,0.0258,-0.1031,0.0000,-0.1846,-3.45e-7,
1138,collision,291.7171,1.0000,8.3329,5.2536,-0.4302,0.0182,-0.1007,-7.2679,-0.1846,-6.05e-13,
1139,phi = 0,291.8121,1.0360,8.4006,0.0000,0.3455,0.0075,-0.0957,-12.6235,-0.1846,-2.50e-7,
1140,ptheta = 0,291.8661,1.0536,8.4115,-2.9220,0.3017,0.0000,-0.0918,-15.5620,-0.1846,-1.74e-7,
1141,pr = 0,292.3641,1.1233,7.4175,-22.0838,0.0000,-0.0919,-0.0387,-33.2257,-0.1846,-3.17e-8,
1142,pphi = 0,292.6521,1.1020,5.7824,-25.3183,-0.1494,-0.1551,0.0000,-33.9993,-0.1846,-6.71e-8,
1143,collision,293.0321,1.0000,1.8818,-19.4995,-0.4035,-0.2385,0.0524,-22.3225,-0.1846,-7.13e-13,
1144,theta = 0,293.1731,1.0479,0.0000,-14.7677,0.2931,-0.2596,0.0661,-14.7677,-0.1846,-4.25e-8,
1145,beta = 0,293.4151,1.0984,-3.2049,-4.8086,0.1287,-0.2712,0.0746,-0.0000,-0.1846,-2.96e-9,
1146,phi = 0,293.5271,1.1090,-4.6401,-0.0000,0.0589,-0.2672,0.0729,6.9639,-0.1846,-2.89e-7,
1147,pr = 0,293.6271,1.1119,-5.8548,4.0425,0.0000,-0.2593,0.0688,12.8324,-0.1846,-2.54e-7,
1148,pphi = 0,294.2091,1.0115,-11.8174,17.5748,-0.3588,-0.1392,-0.0000,35.3644,-0.1846,-1.64e-7,
1149,collision,294.2371,1.0000,-12.0539,17.5231,-0.3826,-0.1290,-0.0058,35.6714,-0.1846,-7.28e-13,
1150,ptheta = 0,294.7326,1.1077,-13.5751,4.6518,0.0687,0.0000,-0.0780,25.1111,-0.1846,-3.13e-7,
1151,phi = 0,294.8306,1.1115,-13.5339,0.0000,0.0104,0.0177,-0.0871,20.3965,-0.1846,-3.16e-7,
1152,pr = 0,294.8486,1.1116,-13.5186,-0.8711,0.0000,0.0205,-0.0885,19.5022,-0.1846,-1.76e-7,
1153,beta = 0,295.1786,1.0769,-12.8709,-19.3885,-0.2168,0.0554,-0.1024,-0.0000,-0.1846,-3.23e-7,
1154,collision,295.4226,1.0000,-12.1421,-33.3441,-0.4185,0.0522,-0.0926,-15.0621,-0.1846,-6.77e-13,
1155,ptheta = 0,295.8193,1.1051,-11.5437,-49.6078,0.1381,0.0000,-0.0482,-32.2331,-0.1846,-2.19e-7,
1156,pr = 0,296.0853,1.1231,-11.8223,-54.2486,0.0000,-0.0464,-0.0123,-36.4516,-0.1846,-1.44e-7,
1157,pphi = 0,296.1753,1.1211,-12.0436,-54.5641,-0.0443,-0.0625,0.0000,-36.4314,-0.1846,-2.30e-7,
1158,collision,296.7553,1.0000,-15.3021,-41.5691,-0.4086,-0.1527,0.0748,-18.4771,-0.1846,-7.32e-13,
1159,beta = 0,297.0603,1.0868,-17.7999,-26.9199,0.1767,-0.1566,0.0892,-0.0000,-0.1846,-1.80e-7,
1160,pr = 0,297.3423,1.1113,-19.7103,-12.9947,0.0000,-0.1247,0.0792,16.8711,-0.1846,-1.84e-7,
1161,phi = 0,297.7043,1.0733,-21.2241,0.0000,-0.2108,-0.0458,0.0420,32.2130,-0.1846,-2.71e-7,
1162,ptheta = 0,297.8583,1.0334,-21.4088,2.7181,-0.3088,0.0000,0.0188,35.2184,-0.1846,-2.75e-7,
1163,collision,297.9543,1.0000,-21.3199,3.3025,-0.3790,0.0332,0.0018,35.6645,-0.1846,-7.75e-13,
1164,pphi = 0,297.9650,1.0037,-21.3002,3.3076,0.3715,0.0367,0.0000,35.6390,-0.1846,-7.47e-8,
1165,phi = 0,298.2310,1.0781,-20.2083,0.0000,0.1965,0.1176,-0.0412,30.6367,-0.1846,-3.12e-7,
1166,pr = 0,298.5710,1.1113,-17.7207,-11.5478,0.0000,0.1867,-0.0738,15.2503,-0.1846,-1.57e-7,
1167,beta = 0,298.8250,1.0918,-15.3106,-23.1051,-0.1560,0.2123,-0.0820,-0.0000,-0.1846,-3.33e-7,
1168,collision,299.1570,1.0000,-11.6389,-37.7483,-0.4054,0.2019,-0.0645,-20.2292,-0.1846,-7.46e-13,
1169,pphi = 0,299.6467,1.1144,-7.6225,-46.9947,0.0934,0.1189,0.0000,-35.5440,-0.1846,-1.69e-7,
1170,pr = 0,299.8307,1.1230,-6.7661,-45.6394,0.0000,0.0839,0.0255,-35.4784,-0.1846,-2.06e-7,
1171,ptheta = 0,300.3367,1.0524,-5.8409,-28.8620,-0.2997,0.0000,0.0871,-20.0931,-0.1846,-1.64e-7,
1172,collision,300.4807,1.0000,-5.9070,-21.0434,-0.4249,-0.0153,0.0995,-12.1750,-0.1846,-6.60e-13,
1173,beta = 0,300.6820,1.0669,-6.1155,-9.1820,0.2538,-0.0206,0.1061,-0.0000,-0.1846,-3.54e-7,
1174,phi = 0,300.8340,1.0971,-6.2448,0.0000,0.1439,-0.0125,0.1028,9.3765,-0.1846,-1.09e-7,
1175,ptheta = 0,300.9560,1.1097,-6.2832,6.9715,0.0644,0.0000,0.0961,16.4057,-0.1846,-1.24e-7,
1176,pr = 0,301.0620,1.1131,-6.2494,12.5016,-0.0000,0.0145,0.0878,21.8850,-0.1846,-2.40e-7,
1177,collision,301.6740,1.0000,-3.8026,29.8202,-0.3847,0.1561,0.0001,35.5261,-0.1846,-7.34e-13,
1178,pphi = 0,301.6767,1.0002,-3.7974,29.8201,0.3843,0.1563,0.0000,35.5184,-0.1846,-2.75e-7,
1179,theta = 0,302.0427,1.0946,0.0000,23.6293,0.1422,0.2389,-0.0535,23.6293,-0.1846,-3.07e-7,
1180,pr = 0,302.2847,1.1117,2.8680,14.8437,0.0000,0.2645,-0.0712,10.5407,-0.1846,-1.34e-7,
1181,beta = 0,302.4567,1.1028,5.0217,7.5374,-0.1045,0.2681,-0.0751,0.0000,-0.1846,-3.29e-7,
1182,phi = 0,302.6347,1.0739,7.2983,0.0000,-0.2201,0.2578,-0.0706,-10.9623,-0.1846,-1.50e-7,
1183,collision,302.8747,1.0000,10.3535,-8.4625,-0.4014,0.2171,-0.0489,-24.0353,-0.1846,-7.47e-13,
1184,pphi = 0,303.2270,1.0969,13.5205,-13.4001,0.1671,0.1295,0.0000,-33.7763,-0.1846,-1.10e-7,
1185,pr = 0,303.5490,1.1235,14.8732,-9.4737,0.0000,0.0539,0.0418,-31.9109,-0.1846,-2.21e-7,
1186,ptheta = 0,303.8070,1.1057,15.1825,-1.1279,-0.1413,0.0000,0.0703,-24.0373,-0.1846,-1.25e-7,
1187,phi = 0,303.8330,1.1016,15.1791,0.0000,-0.1578,-0.0053,0.0729,-22.9042,-0.1846,-9.44e-8,
1188,collision,304.1910,1.0000,14.5204,17.8103,-0.4291,-0.0593,0.0960,-4.0889,-0.1846,-6.66e-13,
1189,beta = 0,304.2599,1.0268,14.2869,21.5432,0.3670,-0.0644,0.0968,0.0000,-0.1846,-2.43e-7,
1190,pr = 0,304.8119,1.1200,12.7334,48.1151,0.0000,-0.0339,0.0612,28.9354,-0.1846,-2.32e-7,
1191,ptheta = 0,305.0259,1.1077,12.5599,54.0204,-0.1144,0.0000,0.0342,35.1042,-0.1846,-2.07e-7,
1192,pphi = 0,305.2539,1.0676,12.7987,56.3031,-0.2414,0.0442,0.0000,37.0243,-0.1846,-2.37e-7,
1193,collision,305.4679,1.0000,13.5874,54.0404,-0.3904,0.0918,-0.0372,33.5624,-0.1846,-7.36e-13,
1194,pr = 0,306.0551,1.1094,17.3892,29.7854,0.0000,0.1462,-0.0917,3.4966,-0.1846,-3.12e-7,
1195,beta = 0,306.1111,1.1084,17.7640,26.8646,-0.0345,0.1438,-0.0921,0.0000,-0.1846,-9.63e-8,
1196,collision,306.6331,1.0000,20.5886,2.8947,-0.3964,0.0523,-0.0546,-28.3315,-0.1846,-7.60e-13,
1197,phi = 0,306.7433,1.0385,20.8039,0.0000,0.3135,0.0193,-0.0382,-31.5602,-0.1846,-2.28e-7,
1198,ptheta = 0,306.8093,1.0577,20.8371,-1.2618,0.2696,0.0000,-0.0286,-32.8735,-0.1846,-2.34e-7,
1199,pphi = 0,307.0133,1.1004,20.5557,-2.9083,0.1514,-0.0560,0.0000,-34.0835,-0.1846,-2.39e-7,
1200,phi = 0,307.2973,1.1224,19.3689,0.0000,0.0052,-0.1244,0.0348,-29.3381,-0.1846,-1.10e-7,
1201,pr = 0,307.3073,1.1224,19.3114,0.2038,0.0000,-0.1266,0.0359,-29.0456,-0.1846,-1.33e-7,
1202,beta = 0,307.9073,1.0181,14.0208,21.1377,-0.3812,-0.2191,0.0754,0.0000,-0.1846,-6.24e-8,
1203,collision,307.9493,1.0000,13.4628,23.0800,-0.4216,-0.2211,0.0750,2.7916,-0.1846,-7.35e-13,
1204,pr = 0,308.6064,1.1239,6.9873,43.0836,0.0000,-0.1594,0.0200,32.5896,-0.1846,-1.75e-7,
1205,pphi = 0,308.7604,1.1181,5.9743,43.9714,-0.0772,-0.1318,0.0000,35.0018,-0.1846,-7.16e-8,
1206,collision,309.2784,1.0000,3.9732,32.7499,-0.4071,-0.0242,-0.0765,26.7877,-0.1846,-7.04e-13,
1207,ptheta = 0,309.4217,1.0491,3.8855,25.7984,0.2902,0.0000,-0.0939,19.9679,-0.1846,-3.60e-7,
1208,beta = 0,309.7497,1.1052,4.1003,6.1531,0.0572,0.0191,-0.1096,0.0000,-0.1846,-1.61e-7,
1209,pr = 0,309.8357,1.1077,4.1729,0.7622,0.0000,0.0164,-0.1085,-5.4999,-0.1846,-6.90e-8,
1210,phi = 0,309.8497,1.1076,4.1821,0.0000,-0.0081,0.0158,-0.1082,-6.2760,-0.1846,-1.19e-7,
1211,ptheta = 0,310.0257,1.0958,4.2567,-10.6179,-0.1248,0.0000,-0.0993,-17.0058,-0.1846,-2.50e-7,
1212,collision,310.3997,1.0000,3.5949,-27.6358,-0.3949,-0.0761,-0.0520,-33.0299,-0.1846,-7.25e-13,
1213,pphi = 0,310.7193,1.0894,1.6704,-32.1817,0.1840,-0.1568,0.0000,-34.6875,-0.1846,-1.40e-7,
1214,theta = 0,310.9193,1.1152,0.0000,-30.5933,0.0758,-0.1977,0.0269,-30.5933,-0.1846,-9.24e-8,
1215,pr = 0,311.0613,1.1207,-1.3745,-27.7081,0.0000,-0.2216,0.0430,-25.6462,-0.1846,-2.50e-7,
1216,beta = 0,311.5493,1.0515,-7.0906,-10.6496,-0.3013,-0.2569,0.0710,-0.0000,-0.1846,-2.37e-7,
1217,collision,311.6913,1.0000,-9.0641,-4.9050,-0.4205,-0.2471,0.0675,8.7197,-0.1846,-7.41e-13,
1218,phi = 0,311.8273,1.0490,-10.8181,0.0000,0.3097,-0.2284,0.0586,16.2758,-0.1846,-2.40e-7,
1219,pr = 0,312.3673,1.1271,-15.3654,9.7099,0.0000,-0.1192,0.0003,32.8987,-0.1846,-6.41e-8,
1220,pphi = 0,312.3713,1.1271,-15.3806,9.7101,-0.0014,-0.1185,0.0000,32.9222,-0.1846,-1.99e-7,
1221,ptheta = 0,312.8773,1.0594,-16.7696,0.5634,-0.2822,-0.0000,-0.0628,25.9013,-0.1846,-1.64e-7,
1222,phi = 0,312.8913,1.0550,-16.7682,0.0000,-0.2930,0.0036,-0.0646,25.3357,-0.1846,-2.72e-8,
1223,collision,313.0453,1.0000,-16.5819,-6.5602,-0.4179,0.0396,-0.0819,18.4899,-0.1846,-7.15e-13,
1224,beta = 0,313.3671,1.0918,-15.5164,-23.4195,0.1702,0.0815,-0.0972,-0.0000,-0.1846,-3.39e-7,
1225,pr = 0,313.6351,1.1141,-14.4745,-37.8525,0.0000,0.0803,-0.0882,-16.0234,-0.1846,-2.18e-7,
1226,ptheta = 0,314.1811,1.0243,-13.2207,-56.6006,-0.3376,0.0000,-0.0210,-36.6803,-0.1846,-3.29e-7,
1227,collision,314.2451,1.0000,-13.2512,-57.1672,-0.3876,-0.0164,-0.0083,-37.2006,-0.1846,-7.44e-13,
1228,pphi = 0,314.2911,1.0160,-13.3041,-57.2691,0.3550,-0.0271,0.0000,-37.2220,-0.1846,-2.90e-7,
1229,pr = 0,314.8791,1.1166,-15.6287,-42.3985,0.0000,-0.1207,0.0774,-18.8073,-0.1846,-2.94e-7,
1230,beta = 0,315.2031,1.0848,-17.5321,-26.5083,-0.2020,-0.1236,0.0900,-0.0000,-0.1846,-2.43e-7,
1231,collision,315.4791,1.0000,-19.1081,-12.7765,-0.4190,-0.0872,0.0785,16.1587,-0.1846,-7.36e-13,
1232,ptheta = 0,315.8572,1.1045,-19.9886,-0.0359,0.1572,0.0000,0.0376,30.2606,-0.1846,-2.16e-7,
1233,phi = 0,315.8592,1.1048,-19.9886,0.0000,0.1563,0.0004,0.0374,30.2965,-0.1846,-2.07e-7,
1234,pr = 0,316.1652,1.1282,-19.4810,3.3303,0.0000,0.0728,0.0006,32.8416,-0.1846,-8.70e-9,
1235,pphi = 0,316.1692,1.1282,-19.4654,3.3310,-0.0023,0.0739,0.0000,32.8182,-0.1846,-2.03e-7,
1236,phi = 0,316.4832,1.1025,-17.8821,0.0000,-0.1648,0.1453,-0.0364,27.0463,-0.1846,-2.09e-7,
1237,collision,316.8432,1.0000,-14.4718,-11.2721,-0.4203,0.2152,-0.0690,10.5528,-0.1846,-7.61e-13,
1238,beta = 0,317.0232,1.0610,-12.3386,-18.5803,0.2770,0.2320,-0.0740,-0.0000,-0.1846,-1.56e-7,
1239,pr = 0,317.4732,1.1203,-7.4925,-35.5172,0.0000,0.2100,-0.0501,-24.2624,-0.1846,-2.44e-7,
1240,pphi = 0,317.8692,1.0778,-4.1823,-41.6359,-0.2167,0.1409,0.0000,-35.3596,-0.1846,-2.10e-7,
1241,collision,318.1272,1.0000,-2.6853,-38.4512,-0.3932,0.0771,0.0444,-34.4225,-0.1846,-7.48e-13,
1242,ptheta = 0,318.5340,1.0996,-1.9723,-21.0817,0.1083,0.0000,0.0976,-18.1230,-0.1846,-1.07e-7,
1243,pr = 0,318.7020,1.1086,-2.0302,-11.2597,-0.0000,-0.0131,0.1071,-8.2141,-0.1846,-2.15e-7,
1244,beta = 0,318.8320,1.1030,-2.1210,-3.1818,-0.0862,-0.0157,0.1093,-0.0000,-0.1846,-1.37e-7,
1245,phi = 0,318.8820,1.0978,-2.1578,0.0000,-0.1208,-0.0148,0.1090,3.2370,-0.1846,-3.78e-7,
1246,ptheta = 0,319.0840,1.0592,-2.2449,12.1615,-0.2657,0.0000,0.1002,15.5292,-0.1846,-5.52e-8,
1247,collision,319.2580,1.0000,-2.1164,21.4140,-0.4114,0.0294,0.0816,24.5889,-0.1846,-7.28e-13,
1248,theta = 0,319.7700,1.1178,0.0000,34.6623,0.0824,0.1396,0.0095,34.6623,-0.1846,-5.21e-8,
1249,pphi = 0,319.8400,1.1224,0.4728,34.8530,0.0465,0.1537,0.0000,34.1438,-0.1846,-2.16e-7,
1250,pr = 0,319.9320,1.1245,1.1545,34.5337,0.0000,0.1715,-0.0120,32.8018,-0.1846,-2.31e-7,
1251,collision,320.5900,1.0000,8.3156,16.8252,-0.4209,0.2503,-0.0710,4.3299,-0.1846,-7.77e-13,
1252,beta = 0,320.6612,1.0272,9.2879,13.9625,0.3597,0.2490,-0.0719,0.0000,-0.1846,-1.08e-7,
1253,phi = 0,321.0332,1.1111,13.5664,0.0000,0.1086,0.2083,-0.0545,-20.4460,-0.1846,-2.37e-7,
1254,pr = 0,321.2332,1.1218,15.3140,-5.1946,0.0000,0.1706,-0.0351,-28.3049,-0.1846,-2.16e-7,
1255,pphi = 0,321.5192,1.1008,17.1367,-8.1632,-0.1482,0.1048,0.0000,-34.0642,-0.1846,-2.21e-7,
1256,ptheta = 0,321.8912,1.0041,18.1378,-2.4208,-0.3877,0.0000,0.0552,-29.8606,-0.1846,-1.34e-7,
1257,collision,321.8992,1.0000,18.1369,-2.0889,-0.3963,-0.0032,0.0568,-29.5271,-0.1846,-7.98e-13,
1258,phi = 0,321.9612,1.0221,18.0968,0.0000,0.3482,-0.0206,0.0656,-27.3766,-0.1846,-3.24e-7,
1259,beta = 0,322.4552,1.1083,16.4409,24.8342,0.0123,-0.0993,0.0986,0.0000,-0.1846,-3.10e-7,
1260,pr = 0,322.4752,1.1084,16.3511,25.9260,-0.0000,-0.1002,0.0986,1.2295,-0.1846,-3.10e-7,
1261,collision,323.0472,1.0000,13.8185,52.9690,-0.3940,-0.0539,0.0499,32.1393,-0.1846,-7.91e-13,
1262,ptheta = 0,323.3062,1.0773,13.4484,57.1192,0.2192,0.0000,0.0073,36.8527,-0.1846,-1.85e-7,
1263,pphi = 0,323.3522,1.0871,13.4594,57.2187,0.1921,0.0094,0.0000,36.9355,-0.1846,-1.98e-8,
1264,pr = 0,323.7162,1.1217,14.1697,51.8387,0.0000,0.0718,-0.0494,30.4742,-0.1846,-4.36e-8,
1265,beta = 0,324.3182,1.0136,17.0637,25.7890,-0.3963,0.1050,-0.0906,0.0000,-0.1846,-1.29e-7,
1266,collision,324.3482,1.0000,17.2571,24.0775,-0.4270,0.1024,-0.0904,-2.0084,-0.1846,-7.58e-13,
1267,phi = 0,324.9095,1.1216,18.9962,0.0000,0.0453,0.0084,-0.0510,-28.7626,-0.1846,-1.63e-7,
1268,ptheta = 0,324.9475,1.1230,19.0035,-1.0681,0.0252,0.0000,-0.0467,-29.8419,-0.1846,-1.19e-7,
1269,pr = 0,324.9975,1.1236,18.9915,-2.2924,0.0000,-0.0109,-0.0412,-31.0477,-0.1846,-1.16e-7,
1270,pphi = 0,325.3215,1.0965,18.2425,-6.2216,-0.1684,-0.0900,0.0000,-33.8225,-0.1846,-2.37e-7,
