n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
696,collision,281.6661,1.0000,-74.3301,-85.7812,-0.2847,0.2404,-0.0379,49.2546,-0.0435,-7.40e-10,
697,beta = 0,282.2945,1.1193,-63.8312,-109.3292,0.1050,0.4109,-0.0814,-0.0001,-0.0435,-5.45e-6,
698,pr = 0,282.7045,1.1401,-56.1343,-127.0223,0.0000,0.4146,-0.0627,-34.2002,-0.0435,-4.51e-6,
699,pphi = 0,283.2045,1.1158,-47.7650,-136.7358,-0.0934,0.3305,0.0000,-60.1271,-0.0435,-8.71e-7,
700,collision,283.8845,1.0000,-39.6060,-111.7802,-0.2791,0.1403,0.1323,-49.6982,-0.0435,-7.24e-10,
701,pr = 0,284.3666,1.0693,-37.0335,-65.3651,0.0000,0.0897,0.1916,-7.6634,-0.0435,-5.39e-6,
702,beta = 0,284.4466,1.0674,-36.6856,-57.1155,-0.0484,0.0963,0.1928,-0.0000,-0.0435,-1.39e-5,
703,collision,284.8166,1.0000,-33.9075,-16.9990,-0.3041,0.1926,0.1609,35.4851,-0.0435,-7.29e-10,
704,phi = 0,285.0347,1.0508,-31.2743,0.0000,0.1918,0.2733,0.1228,48.1677,-0.0435,-3.32e-6,
705,pphi = 0,285.6747,1.1122,-19.3928,22.1963,0.0234,0.4985,0.0000,51.5714,-0.0435,-6.43e-6,
706,pr = 0,285.7847,1.1135,-16.8060,21.5943,0.0000,0.5320,-0.0192,46.9880,-0.0435,-5.69e-6,
707,theta = 0,286.3747,1.0642,0.0000,1.8800,-0.1893,0.6408,-0.0821,1.8800,-0.0435,-5.58e-6,
708,beta = 0,286.3947,1.0604,0.6380,0.9570,-0.1980,0.6409,-0.0822,0.0000,-0.0435,-4.25e-6,
709,phi = 0,286.4147,1.0563,1.3044,0.0000,-0.2072,0.6407,-0.0821,-1.9567,-0.0435,-5.66e-6,
710,collision,286.6147,1.0000,8.7052,-9.5746,-0.3147,0.6149,-0.0677,-22.6577,-0.0435,-6.92e-10,
711,pphi = 0,287.0329,1.0938,20.4754,-17.8452,0.1671,0.4944,0.0000,-48.8959,-0.0435,-6.01e-6,
712,phi = 0,287.6329,1.1527,31.2106,0.0000,0.0272,0.3077,0.1005,-48.0641,-0.0435,-3.43e-6,
713,pr = 0,287.7229,1.1539,32.3943,5.7312,0.0000,0.2811,0.1135,-44.2641,-0.0435,-5.53e-6,
714,beta = 0,288.3729,1.0710,38.2615,59.7824,-0.2908,0.1416,0.1640,0.0000,-0.0435,-5.38e-6,
715,collision,288.5629,1.0000,39.6686,78.1773,-0.4297,0.1283,0.1568,15.9876,-0.0435,-4.99e-10,
716,pphi = 0,289.8634,1.2217,51.1491,137.7103,0.0360,0.3176,0.0000,54.7316,-0.0435,-2.10e-6,
717,pr = 0,290.1234,1.2264,54.4387,135.7424,0.0000,0.3540,-0.0261,46.3351,-0.0435,-1.54e-6,
718,beta = 0,290.8734,1.1762,65.6234,113.4388,-0.1441,0.3748,-0.0652,0.0001,-0.0435,-2.00e-6,
719,collision,291.6034,1.0000,76.0551,92.4573,-0.3453,0.1896,-0.0181,-47.1882,-0.0435,-6.16e-10,
720,pphi = 0,291.7574,1.0461,77.3057,91.7271,0.3033,0.1311,0.0000,-51.3267,-0.0435,-2.34e-6,
721,ptheta = 0,292.1474,1.1467,78.4961,96.5418,0.2171,0.0000,0.0411,-49.8057,-0.0435,-1.70e-6,
722,beta = 0,293.1174,1.2655,74.7101,136.0420,0.0262,-0.1713,0.0865,0.0000,-0.0435,-1.72e-6,
723,pr = 0,293.2474,1.2672,73.8893,142.5562,0.0000,-0.1765,0.0856,8.6810,-0.0435,-1.99e-6,
724,pphi = 0,294.4674,1.1333,67.9448,179.8988,-0.2119,-0.0294,0.0000,60.9716,-0.0435,-2.24e-6,
725,ptheta = 0,294.5874,1.1068,67.8647,179.4019,-0.2338,0.0000,-0.0147,60.6675,-0.0435,-1.96e-6,
726,collision,294.9574,1.0000,68.9029,170.4448,-0.3354,0.1030,-0.0683,49.1964,-0.0435,-6.18e-10,
727,beta = 0,295.6231,1.1444,73.6491,133.2459,0.1120,0.1571,-0.1136,0.0000,-0.0435,-4.23e-6,
728,pr = 0,296.0231,1.1661,75.8952,108.0377,0.0000,0.0947,-0.1008,-31.1761,-0.0435,-1.75e-6,
729,ptheta = 0,296.3931,1.1510,76.6637,89.6501,-0.0792,0.0000,-0.0727,-51.6470,-0.0435,-3.03e-6,
730,pphi = 0,297.0431,1.0632,73.4046,75.4334,-0.1924,-0.2223,0.0000,-57.1741,-0.0435,-1.31e-6,
731,collision,297.3131,1.0000,69.1452,78.4667,-0.2611,-0.3394,0.0378,-43.3741,-0.0435,-6.96e-10,
732,beta = 0,297.8361,1.0935,57.9192,96.4975,0.1038,-0.4831,0.0731,0.0002,-0.0435,-6.29e-6,
733,pr = 0,298.2161,1.1126,49.1489,111.0104,0.0000,-0.4905,0.0542,31.8244,-0.0435,-5.51e-6,
734,pphi = 0,298.6161,1.0948,40.5031,117.7616,-0.0861,-0.4264,0.0000,54.1318,-0.0435,-4.45e-6,
735,collision,299.2061,1.0000,29.8659,97.4067,-0.2567,-0.2567,-0.1247,51.5212,-0.0435,-6.63e-10,
736,pr = 0,299.6606,1.0597,24.9874,55.4796,0.0000,-0.1778,-0.1956,17.3752,-0.0435,-5.97e-6,
737,beta = 0,299.8306,1.0491,23.4057,35.6177,-0.1235,-0.1814,-0.2025,0.0000,-0.0435,-1.67e-5,
738,collision,300.0506,1.0000,20.9229,9.4228,-0.3054,-0.2216,-0.1890,-22.3222,-0.0435,-6.69e-10,
739,phi = 0,300.1458,1.0243,19.7488,0.0000,0.2371,-0.2470,-0.1769,-29.9253,-0.0435,-8.10e-7,
740,pr = 0,300.6958,1.0783,10.5141,-39.7487,0.0000,-0.4282,-0.0723,-55.5645,-0.0435,-7.79e-6,
741,pphi = 0,301.0258,1.0646,2.4905,-46.6133,-0.0813,-0.5415,0.0000,-50.3496,-0.0435,-8.32e-6,
742,theta = 0,301.1158,1.0565,0.0000,-46.1471,-0.1047,-0.5693,0.0184,-46.1471,-0.0435,-8.74e-6,
743,collision,301.4458,1.0000,-11.4133,-36.3409,-0.2360,-0.6486,0.0755,-19.1638,-0.0435,-7.72e-10,
744,beta = 0,301.6445,1.0356,-18.1819,-27.5076,0.1453,-0.6525,0.0853,-0.0000,-0.0435,-1.01e-5,
745,pr = 0,302.0345,1.0616,-30.5009,-11.1550,0.0000,-0.5719,0.0538,35.7574,-0.0435,-6.16e-6,
746,pphi = 0,302.3345,1.0490,-38.6385,-6.1936,-0.0782,-0.4583,0.0000,54.2312,-0.0435,-2.60e-6,
747,collision,302.7245,1.0000,-46.5863,-15.4568,-0.1764,-0.2813,-0.0835,58.9851,-0.0435,-8.04e-10,
748,pr = 0,303.1783,1.0420,-50.9912,-47.3271,0.0000,-0.0926,-0.1614,35.3493,-0.0435,-6.05e-6,
749,ptheta = 0,303.4983,1.0119,-51.7136,-80.2821,-0.1951,0.0000,-0.1860,3.7824,-0.0435,-1.24e-5,
750,beta = 0,303.5383,1.0046,-51.7072,-84.0523,-0.2202,0.0062,-0.1862,-0.0000,-0.0435,-1.15e-5,
751,collision,303.5483,1.0000,-51.6983,-86.2039,-0.2348,0.0094,-0.1861,-2.1688,-0.0435,-8.64e-10,
752,pr = 0,303.9509,1.0429,-51.3745,-125.5927,0.0000,-0.0002,-0.1529,-42.1812,-0.0435,-1.03e-5,
753,ptheta = 0,303.9509,1.0429,-51.3745,-125.5032,0.0005,0.0000,-0.1530,-42.0917,-0.0435,-1.00e-5,
754,collision,304.4209,1.0000,-53.0122,-155.9973,-0.1594,-0.1399,-0.0611,-69.4082,-0.0435,-8.33e-10,
755,pphi = 0,304.7277,1.0380,-56.1217,-160.9740,0.1042,-0.2460,0.0000,-68.1778,-0.0435,-4.24e-6,
756,pr = 0,305.2277,1.0666,-64.3863,-148.5975,0.0000,-0.3736,0.0779,-38.0071,-0.0435,-2.07e-6,
757,beta = 0,305.6077,1.0452,-71.8565,-128.6165,-0.1184,-0.3809,0.0990,-0.0001,-0.0435,-2.78e-6,
758,collision,305.8677,1.0000,-77.1109,-113.8676,-0.2161,-0.3218,0.0874,28.6516,-0.0435,-8.67e-10,
759,pphi = 0,306.6375,1.0931,-84.4200,-94.2185,0.0604,-0.0425,0.0000,69.1455,-0.0435,-3.34e-6,
760,ptheta = 0,306.7575,1.0992,-84.5379,-94.6832,0.0460,0.0000,-0.0139,69.0280,-0.0435,-6.51e-7,
761,pr = 0,307.0875,1.1073,-83.6078,-101.0637,0.0000,0.1173,-0.0521,59.9150,-0.0435,-3.37e-6,
762,beta = 0,307.8375,1.0444,-75.2947,-137.6002,-0.1948,0.3063,-0.1042,-0.0001,-0.0435,-5.50e-6,
763,collision,308.0175,1.0000,-72.0376,-148.8015,-0.2725,0.3124,-0.0984,-19.7227,-0.0435,-8.04e-10,
764,pphi = 0,308.8459,1.1258,-62.0511,-174.0432,0.0768,0.1445,0.0000,-68.6910,-0.0435,-2.80e-6,
765,pr = 0,309.3859,1.1476,-60.2742,-162.7218,0.0000,0.0092,0.0727,-61.2397,-0.0435,-2.55e-6,
766,ptheta = 0,309.4259,1.1474,-60.2658,-160.8925,-0.0080,0.0000,0.0780,-59.4286,-0.0435,-3.38e-6,
767,beta = 0,310.2359,1.0466,-62.3158,-105.9372,-0.2863,-0.0607,0.1417,-0.0000,-0.0435,-6.49e-6,
768,collision,310.3659,1.0000,-62.6891,-94.4218,-0.3685,-0.0326,0.1386,12.3440,-0.0435,-7.48e-10,
769,ptheta = 0,310.4954,1.0397,-62.7991,-85.2026,0.3017,0.0000,0.1316,21.8082,-0.0435,-1.73e-6,
770,pphi = 0,311.7354,1.1850,-52.9383,-36.3886,0.0020,0.3727,0.0000,50.0558,-0.0435,-1.47e-6,
771,pr = 0,311.7454,1.1850,-52.7402,-36.3942,0.0000,0.3764,-0.0014,49.6628,-0.0435,-2.71e-6,
772,beta = 0,312.5854,1.1168,-35.6421,-55.3660,-0.1883,0.5599,-0.0628,-0.0001,-0.0435,-4.24e-6,
773,collision,313.0054,1.0000,-23.2727,-68.3297,-0.3622,0.5468,-0.0295,-32.9203,-0.0435,-6.63e-10,
774,pphi = 0,313.1808,1.0540,-18.5105,-69.7419,0.2932,0.5116,0.0000,-41.7282,-0.0435,-5.76e-6,
775,pr = 0,314.1308,1.1971,-1.4864,-27.6662,0.0000,0.3200,0.1387,-25.4366,-0.0435,-5.26e-6,
776,theta = 0,314.2508,1.1943,0.0000,-17.9485,-0.0469,0.3074,0.1473,-17.9485,-0.0435,-4.63e-6,
777,phi = 0,314.4508,1.1755,2.5190,0.0000,-0.1377,0.2951,0.1550,-3.7791,-0.0435,-1.87e-6,
778,beta = 0,314.5108,1.1674,3.1781,4.7684,-0.1632,0.2942,0.1554,0.0000,-0.0435,-5.15e-6,
779,collision,315.0408,1.0000,11.2582,48.6414,-0.4751,0.3476,0.1121,31.6992,-0.0435,-4.50e-10,
780,pphi = 0,315.9349,1.2550,27.5544,73.4653,0.1704,0.4829,0.0000,31.2891,-0.0435,-7.59e-7,
781,beta = 0,316.7249,1.3333,40.7572,64.0702,0.0324,0.4888,-0.0309,0.0000,-0.0435,-3.18e-7,
782,pr = 0,316.9249,1.3366,43.9429,60.4930,0.0000,0.4723,-0.0291,-9.1784,-0.0435,-1.05e-6,
783,pphi = 0,317.6249,1.3005,53.6815,53.6793,-0.1019,0.3727,0.0000,-34.2260,-0.0435,-1.15e-6,
784,collision,318.9349,1.0000,65.0813,90.7726,-0.4352,0.0427,0.1030,-21.4116,-0.0435,-6.10e-10,
785,ptheta = 0,319.1049,1.0646,65.2605,100.9911,0.3495,0.0000,0.1119,-11.6068,-0.0435,-4.24e-6,
786,beta = 0,319.2749,1.1186,65.1385,112.3161,0.2746,-0.0270,0.1148,0.0000,-0.0435,-1.41e-6,
787,ptheta = 0,320.0849,1.2397,64.1601,158.5838,0.0547,0.0000,0.0743,48.5086,-0.0435,-1.50e-6,
788,pr = 0,320.4549,1.2493,64.5310,170.9350,0.0000,0.0570,0.0418,60.0141,-0.0435,-1.52e-6,
789,pphi = 0,320.8949,1.2377,66.1164,176.2764,-0.0513,0.1369,0.0000,61.6878,-0.0435,-1.10e-7,
790,beta = 0,322.0849,1.0637,77.3795,143.2566,-0.2910,0.2618,-0.0799,0.0001,-0.0435,-3.92e-6,
791,collision,322.2649,1.0000,79.9778,134.5395,-0.3690,0.2336,-0.0755,-15.9723,-0.0435,-6.64e-10,
792,ptheta = 0,323.2142,1.2201,85.2818,112.0635,0.1485,0.0000,-0.0058,-53.8451,-0.0435,-8.53e-7,
793,pphi = 0,323.2942,1.2313,85.2550,111.9349,0.1383,-0.0181,0.0000,-53.8941,-0.0435,-1.15e-7,
794,pr = 0,324.3542,1.3072,80.7507,131.8980,0.0000,-0.2066,0.0573,-20.8124,-0.0435,-6.16e-7,
795,beta = 0,324.7242,1.2967,77.9537,144.8408,-0.0576,-0.2358,0.0626,0.0000,-0.0435,-2.96e-8,
796,pphi = 0,325.8842,1.1134,68.5775,172.8984,-0.2669,-0.1407,0.0000,52.4420,-0.0435,-4.27e-7,
797,collision,326.2442,1.0000,66.7963,168.0904,-0.3680,-0.0503,-0.0491,51.9023,-0.0435,-6.21e-10,
798,ptheta = 0,326.4661,1.0711,66.5207,160.1165,0.2934,0.0000,-0.0785,44.5788,-0.0435,-4.80e-6,
799,beta = 0,327.1761,1.1999,67.4601,117.7655,0.0760,0.0305,-0.1176,0.0000,-0.0435,-7.08e-7,
800,ptheta = 0,327.4161,1.2101,67.6247,101.2209,0.0068,0.0000,-0.1134,-16.9381,-0.0435,-8.71e-7,
801,pr = 0,327.4461,1.2102,67.6226,99.5764,0.0000,-0.0041,-0.1125,-18.5776,-0.0435,-2.92e-6,
802,pphi = 0,328.6561,1.0410,59.1017,53.4473,-0.2787,-0.3490,0.0000,-45.5330,-0.0435,-1.59e-6,
803,collision,328.7761,1.0000,56.2706,54.2102,-0.3237,-0.4054,0.0196,-38.8894,-0.0435,-6.89e-10,
804,beta = 0,329.3238,1.1246,43.1164,68.2037,0.1462,-0.5459,0.0581,0.0001,-0.0435,-3.42e-6,
805,pr = 0,329.9138,1.1648,29.1630,83.2765,0.0000,-0.5316,0.0199,38.5236,-0.0435,-4.18e-6,
806,pphi = 0,330.0638,1.1624,25.7782,84.1753,-0.0308,-0.5080,0.0000,44.8215,-0.0435,-2.14e-6,
807,collision,331.0638,1.0000,7.2063,37.6702,-0.3847,-0.2880,-0.1653,26.8465,-0.0435,-5.93e-10,
808,beta = 0,331.3939,1.0852,2.6642,3.9970,0.1474,-0.2588,-0.1886,0.0000,-0.0435,-1.29e-5,
809,phi = 0,331.4339,1.0902,2.1998,0.0000,0.1229,-0.2595,-0.1883,-3.3002,-0.0435,-7.13e-6,
810,theta = 0,331.6039,1.1020,0.0000,-18.5277,0.0144,-0.2727,-0.1800,-18.5277,-0.0435,-1.06e-5,
811,pr = 0,331.6339,1.1022,-0.3195,-21.0618,0.0000,-0.2757,-0.1779,-20.5825,-0.0435,-4.66e-6,
812,collision,332.2639,1.0000,-11.5474,-68.6451,-0.3011,-0.4385,-0.0639,-51.2648,-0.0435,-6.58e-10,
813,pphi = 0,332.5647,1.0724,-19.0389,-73.6799,0.2022,-0.5251,0.0000,-44.8514,-0.0435,-3.11e-6,
814,beta = 0,333.2447,1.1451,-36.7938,-57.2978,0.0115,-0.5759,0.0629,-0.0001,-0.0435,-5.06e-6,
815,pr = 0,333.2847,1.1454,-37.8406,-55.7954,0.0000,-0.5716,0.0626,3.2718,-0.0435,-5.61e-6,
816,pphi = 0,334.0147,1.0784,-54.1469,-39.3790,-0.1768,-0.3857,0.0000,49.4477,-0.0435,-4.40e-6,
817,collision,334.3547,1.0000,-60.0175,-45.1068,-0.2680,-0.2342,-0.0583,55.8241,-0.0435,-7.36e-10,
818,ptheta = 0,335.0045,1.1051,-63.5288,-82.6708,0.0577,0.0000,-0.1379,25.9755,-0.0435,-1.03e-6,
819,pr = 0,335.1445,1.1094,-63.4089,-94.6319,0.0000,0.0335,-0.1457,13.7444,-0.0435,-5.52e-6,
820,beta = 0,335.3045,1.1045,-63.0748,-107.6268,-0.0638,0.0576,-0.1485,-0.0000,-0.0435,-2.48e-6,
821,collision,335.8545,1.0000,-61.3830,-150.9131,-0.3096,0.0289,-0.1056,-47.0275,-0.0435,-7.32e-10,
822,ptheta = 0,335.9772,1.0333,-61.2874,-157.3391,0.2646,0.0000,-0.0871,-53.6621,-0.0435,-2.45e-6,
823,pphi = 0,336.5872,1.1501,-63.5237,-171.8924,0.1379,-0.1567,0.0000,-63.2576,-0.0435,-2.72e-6,
824,pr = 0,337.4372,1.2119,-71.4557,-151.2812,0.0000,-0.2826,0.0738,-23.6837,-0.0435,-6.29e-7,
825,beta = 0,337.7572,1.2014,-75.0223,-136.8728,-0.0670,-0.2789,0.0808,-0.0000,-0.0435,-1.21e-6,
826,collision,338.8172,1.0000,-83.3222,-103.2514,-0.3140,-0.0082,0.0032,56.8919,-0.0435,-7.25e-10,
827,ptheta = 0,338.8431,1.0058,-83.3264,-103.2319,0.3089,0.0000,0.0006,56.9237,-0.0435,-2.17e-6,
828,pphi = 0,338.8531,1.0070,-83.3261,-103.2316,0.3078,0.0018,-0.0000,56.9232,-0.0435,-3.45e-6,
829,beta = 0,339.9631,1.2089,-74.9999,-136.8130,0.0601,0.2782,-0.0795,-0.0000,-0.0435,-1.85e-6,
830,pr = 0,340.2631,1.2176,-71.7855,-149.8195,0.0000,0.2831,-0.0738,-21.3839,-0.0435,-3.65e-7,
831,pphi = 0,341.1331,1.1513,-63.5528,-171.3851,-0.1434,0.1589,0.0000,-62.6847,-0.0435,-2.66e-6,
832,ptheta = 0,341.7531,1.0271,-61.2318,-156.2631,-0.2767,0.0000,0.0889,-52.7075,-0.0435,-2.33e-6,
833,collision,341.8331,1.0000,-61.2919,-151.1744,-0.3130,-0.0230,0.1037,-47.4878,-0.0435,-7.33e-10,
834,beta = 0,342.4218,1.1079,-62.8830,-107.1980,0.0636,-0.0535,0.1480,-0.0000,-0.0435,-7.12e-6,
835,pr = 0,342.5718,1.1128,-63.1871,-94.1882,0.0000,-0.0294,0.1451,13.6900,-0.0435,-1.39e-6,
836,ptheta = 0,342.7118,1.1093,-63.2807,-83.4393,-0.0516,0.0000,0.1384,24.6490,-0.0435,-3.36e-6,
837,collision,343.3618,1.0000,-59.5066,-44.2217,-0.2711,0.2425,0.0560,55.6180,-0.0435,-7.44e-10,
838,pphi = 0,343.7139,1.0766,-53.7941,-38.9651,0.1828,0.3874,0.0000,49.1627,-0.0435,-1.94e-6,
839,pr = 0,344.4539,1.1473,-37.0091,-55.9898,0.0000,0.5742,-0.0625,1.6708,-0.0435,-5.23e-6,
840,beta = 0,344.4739,1.1472,-36.4726,-56.7575,-0.0059,0.5763,-0.0626,-0.0001,-0.0435,-3.98e-6,
841,pphi = 0,345.1639,1.0782,-18.7278,-73.1417,-0.1952,0.5254,0.0000,-44.7931,-0.0435,-6.88e-6,
842,collision,345.4739,1.0000,-10.6358,-67.1591,-0.3029,0.4308,0.0696,-51.1592,-0.0435,-6.76e-10,
843,theta = 0,346.0966,1.1005,0.0000,-20.8250,0.0094,0.2747,0.1784,-20.8250,-0.0435,-2.98e-6,
844,pr = 0,346.1066,1.1005,0.2090,-19.1678,0.0000,0.2727,0.1798,-19.4813,-0.0435,-1.02e-5,
845,phi = 0,346.2866,1.0906,2.4764,-0.0000,-0.1120,0.2581,0.1889,-3.7152,-0.0435,-9.95e-6,
846,beta = 0,346.3266,1.0854,2.9928,4.4903,-0.1394,0.2572,0.1893,0.0000,-0.0435,-5.66e-6,
847,collision,346.6566,1.0000,7.6187,39.0274,-0.3814,0.2876,0.1649,27.5824,-0.0435,-6.35e-10,
848,pphi = 0,347.6478,1.1609,25.9801,84.7044,0.0330,0.5068,0.0000,45.0310,-0.0435,-1.52e-6,
849,pr = 0,347.8178,1.1636,29.6018,83.6758,0.0000,0.5320,-0.0213,38.2163,-0.0435,-3.79e-6,
850,beta = 0,348.3978,1.1245,43.3389,68.5977,-0.1442,0.5452,-0.0585,0.0000,-0.0435,-8.88e-7,
851,collision,348.9278,1.0000,56.5372,54.4422,-0.3222,0.4032,-0.0196,-39.2019,-0.0435,-7.37e-10,
852,pphi = 0,349.0697,1.0406,59.3390,53.6854,0.2777,0.3468,0.0000,-45.7979,-0.0435,-3.77e-6,
853,pr = 0,350.2697,1.2089,67.7310,99.6863,0.0000,0.0016,0.1126,-18.7274,-0.0435,-1.20e-6,
854,ptheta = 0,350.2797,1.2089,67.7313,100.3344,-0.0027,0.0000,0.1130,-18.0801,-0.0435,-1.17e-6,
855,beta = 0,350.5497,1.1985,67.5393,117.9546,-0.0765,-0.0333,0.1177,0.0000,-0.0435,-3.04e-6,
856,ptheta = 0,351.2597,1.0660,66.5196,160.8004,-0.2982,0.0000,0.0771,45.2654,-0.0435,-1.02e-6,
857,collision,351.4497,1.0000,66.7602,168.0892,-0.3672,0.0472,0.0496,51.9864,-0.0435,-6.73e-10,
858,pphi = 0,351.8279,1.1140,68.5054,172.9869,0.2657,0.1385,0.0000,52.7056,-0.0435,-2.19e-6,
859,beta = 0,352.9879,1.2964,77.8531,144.5624,0.0559,0.2347,-0.0632,0.0000,-0.0435,-1.89e-7,
860,pr = 0,353.3479,1.3062,80.5426,131.9530,0.0000,0.2069,-0.0582,-20.1637,-0.0435,-9.13e-7,
861,pphi = 0,354.4279,1.2275,85.0785,111.3134,-0.1413,0.0148,0.0000,-53.9936,-0.0435,-2.84e-8,
862,ptheta = 0,354.4979,1.2183,85.0964,111.3992,-0.1498,0.0000,0.0047,-53.9607,-0.0435,-1.11e-6,
863,collision,355.4079,1.0000,79.8195,133.1578,-0.3675,-0.2351,0.0750,-16.9058,-0.0435,-7.20e-10,
864,beta = 0,355.6248,1.0666,77.0491,142.3500,0.2859,-0.2658,0.0799,0.0001,-0.0435,-3.98e-6,
865,pphi = 0,356.8048,1.2354,65.6183,175.2340,0.0484,-0.1427,0.0000,61.8071,-0.0435,-1.43e-6,
866,pr = 0,357.2248,1.2458,63.9937,170.3958,0.0000,-0.0664,-0.0402,60.6985,-0.0435,-1.29e-6,
867,ptheta = 0,357.6548,1.2328,63.4929,155.7247,-0.0650,0.0000,-0.0786,47.1594,-0.0435,-7.21e-7,
868,beta = 0,358.4148,1.1098,64.3318,110.4662,-0.2842,0.0221,-0.1169,0.0000,-0.0435,-1.74e-6,
869,ptheta = 0,358.5648,1.0643,64.4147,100.8548,-0.3483,0.0000,-0.1149,-9.8004,-0.0435,-3.52e-6,
870,collision,358.7148,1.0000,64.2433,90.3415,-0.4355,-0.0411,-0.1067,-19.9230,-0.0435,-6.73e-10,
871,pphi = 0,360.0724,1.2988,52.4993,50.3907,0.0924,-0.3790,0.0000,-35.1967,-0.0435,-7.38e-7,
872,pr = 0,360.7024,1.3283,43.5760,56.3853,0.0000,-0.4737,0.0292,-12.6332,-0.0435,-9.42e-7,
873,beta = 0,360.9824,1.3222,39.1959,61.3781,-0.0445,-0.4977,0.0327,0.0000,-0.0435,-1.33e-6,
874,pphi = 0,361.7624,1.2341,25.6830,71.1796,-0.1879,-0.4884,0.0000,31.9765,-0.0435,-1.37e-7,
875,collision,362.5324,1.0000,10.5841,50.2338,-0.4650,-0.3573,-0.1062,34.3122,-0.0435,-5.36e-10,
876,beta = 0,363.1260,1.1715,1.8019,2.7031,0.1359,-0.2910,-0.1573,0.0000,-0.0435,-1.97e-6,
877,phi = 0,363.1560,1.1753,1.4384,0.0000,0.1216,-0.2913,-0.1572,-2.1577,-0.0435,-1.92e-6,
878,theta = 0,363.2760,1.1866,0.0000,-10.6944,0.0669,-0.2956,-0.1545,-10.6944,-0.0435,-2.64e-6,
879,pr = 0,363.4360,1.1918,-1.9227,-24.3044,0.0000,-0.3082,-0.1458,-21.4201,-0.0435,-5.27e-6,
880,pphi = 0,364.4260,1.0256,-19.5622,-71.3033,-0.3311,-0.5079,0.0000,-41.6665,-0.0435,-4.81e-7,
881,collision,364.4860,1.0000,-21.6896,-70.9979,-0.3633,-0.5256,0.0144,-38.0606,-0.0435,-7.37e-10,
882,beta = 0,365.0298,1.1373,-36.4130,-56.6574,0.1623,-0.5543,0.0615,-0.0001,-0.0435,-4.80e-6,
883,pr = 0,365.7498,1.1896,-51.2279,-38.2714,0.0000,-0.4083,0.0152,44.8585,-0.0435,-1.31e-6,
884,pphi = 0,365.8998,1.1879,-53.4815,-37.6426,-0.0223,-0.3692,-0.0000,49.8684,-0.0435,-1.45e-6,
885,ptheta = 0,367.0898,1.0270,-63.1045,-83.4740,-0.3157,0.0000,-0.1303,24.2193,-0.0435,-1.99e-6,
886,collision,367.1598,1.0000,-63.0492,-89.5814,-0.3606,0.0245,-0.1362,17.9880,-0.0435,-8.47e-10,
887,beta = 0,367.3711,1.0628,-62.5020,-106.3499,0.2464,0.0686,-0.1427,-0.0000,-0.0435,-4.39e-6,
888,pr = 0,368.0711,1.1374,-60.3153,-155.9104,0.0000,0.0293,-0.0929,-54.3399,-0.0435,-1.92e-6,
889,ptheta = 0,368.2011,1.1353,-60.2240,-162.5431,-0.0287,0.0000,-0.0756,-61.1690,-0.0435,-1.80e-6,
890,pphi = 0,368.7311,1.0980,-61.8667,-174.1835,-0.1089,-0.1407,0.0000,-69.2374,-0.0435,-3.84e-6,
891,collision,369.3111,1.0000,-68.8131,-158.9338,-0.2436,-0.2977,0.0868,-37.9045,-0.0435,-9.25e-10,
892,beta = 0,369.7000,1.0654,-75.0987,-137.0766,0.1061,-0.3121,0.1085,-0.0001,-0.0435,-6.99e-6,
893,pr = 0,370.0500,1.0829,-79.9380,-116.6558,0.0000,-0.2472,0.0943,33.7432,-0.0435,-1.72e-7,
894,ptheta = 0,370.7200,1.0332,-84.4075,-93.8284,-0.1333,0.0000,0.0160,69.4986,-0.0435,-4.35e-6,
895,pphi = 0,370.8300,1.0177,-84.2625,-93.3232,-0.1506,0.0489,0.0000,69.5770,-0.0435,-5.14e-6,
896,collision,370.9300,1.0000,-83.7957,-93.8592,-0.1697,0.1009,-0.0170,67.6701,-0.0435,-9.52e-10,
897,pr = 0,371.6670,1.0674,-74.4681,-120.0849,-0.0000,0.3599,-0.0953,15.3159,-0.0435,-6.80e-6,
898,beta = 0,371.8170,1.0640,-71.7153,-128.2569,-0.0460,0.3826,-0.0982,-0.0001,-0.0435,-5.96e-6,
899,collision,372.3070,1.0000,-61.5878,-152.7215,-0.2082,0.3493,-0.0587,-48.3876,-0.0435,-9.32e-10,
900,pphi = 0,372.6504,1.0560,-56.0643,-158.4822,0.1315,0.2524,0.0000,-65.8027,-0.0435,-4.65e-6,
901,pr = 0,373.3104,1.1036,-51.0254,-136.8042,0.0000,0.0702,0.1114,-54.0624,-0.0435,-5.20e-6,
902,beta = 0,373.9704,1.0164,-50.0335,-80.8531,-0.3105,0.0316,0.1704,-0.0000,-0.0435,-6.77e-6,
903,collision,374.0104,1.0000,-49.9323,-75.9739,-0.3466,0.0406,0.1699,4.6877,-0.0435,-8.45e-10,
904,pr = 0,374.8023,1.1103,-44.2342,-15.1675,0.0000,0.2795,0.0849,55.0239,-0.0435,-1.23e-6,
905,pphi = 0,375.2923,1.0842,-35.6394,-2.9046,-0.1032,0.4568,0.0000,52.4569,-0.0435,-6.07e-6,
906,collision,375.7723,1.0000,-21.7709,-14.4132,-0.2659,0.6182,-0.0763,18.6507,-0.0435,-9.66e-10,
907,beta = 0,375.9652,1.0406,-15.3340,-23.1408,0.1756,0.6457,-0.0855,-0.0001,-0.0435,-1.41e-5,
